time,open,high,low,close,vwap,volume,count
1500237900,132.0,132.55804,129.5,129.696,130.83664,3621.18495923,474
1500238800,130.0,130.18884,126.24457,128.95875,128.02478,4019.48261067,655
1500239700,128.54698,131.0,128.0,130.00001,129.90486,2504.52608547,451
1500240600,130.00001,130.29899,128.50007,129.00002,129.61435,2065.68986108,319
1500241500,129.00002,132.5,129.00002,132.5,130.7351,2276.48570128,584
1500242400,132.5,132.5,130.39999,131.20611,131.11019,1851.78165938,352
1500243300,131.20603,135.109,131.17801,134.00001,133.70187,4225.82256336,657
1500244200,134.00001,138.091,134.0,137.8509,136.22029,4771.6546477,758
1500245100,137.5,139.46,135.8,136.8989,137.79819,3770.92262442,643
1500246000,136.899,141.00454,136.1,136.76,139.46796,4473.74566787,779
1500246900,136.76,139.4422,136.7,136.7,137.84895,1682.84866858,381
1500247800,136.7,138.3669,134.12953,134.34975,135.86178,2476.73474318,361
1500248700,134.0,138.031,133.22718,136.03001,135.29422,1603.85326614,452
1500249600,136.03001,138.85,135.998,136.25,137.68772,1269.94923965,353
1500250500,136.15136,136.77926,135.04074,136.07061,136.10104,678.54687703,187
1500251400,135.79746,137.17471,134.90013,136.97999,136.24812,533.07501105,142
1500252300,136.436,139.90553,136.436,138.33608,138.78891,885.08902125,209
1500253200,139.49089,139.84088,138.50007,139.51501,138.98431,1266.87202276,275
1500254100,139.00024,141.6,138.68552,141.6,140.29241,1316.86943516,285
1500255000,141.50199,145.0,141.499,143.04814,143.24132,4917.11305209,608
1500255900,142.95119,145.574,140.11502,145.29882,143.86468,3651.16973436,544
1500256800,145.29882,148.49999,143.99989,146.59199,146.18326,6651.90832554,1137
1500257700,146.1,146.1,144.52139,144.9989,145.04708,1100.01213643,335
1500258600,144.99889,145.0,142.65951,143.32101,143.64131,923.4392557,266
1500259500,143.35433,144.749,140.52501,140.54622,142.45768,1087.20621525,275
